"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestManagementResource_ListUsers","1","TestManagementResource_ListUsers","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers","TestManagementResource_ListUsers"
"","0","returns true if value is ''","searchParams","Sat Mar 07 20:41:48 UTC 2026","passed","Sat Mar 07 20:41:48 UTC 2026","","isEmptyParam","",""
"","170","renders the Zone/Labels Tab content when first tab is chosen","Selected Details Tab Content","Sat Mar 07 20:42:25 UTC 2026","passed","Sat Mar 07 20:42:25 UTC 2026","","","",""
"","985","shows a table with partially completed jobs","FileIngestTable","Sat Mar 07 20:40:59 UTC 2026","passed","Sat Mar 07 20:41:00 UTC 2026","","","",""
"","93","buttons are disabled while loading","PasswordResetForm","Sat Mar 07 20:41:02 UTC 2026","passed","Sat Mar 07 20:41:02 UTC 2026","","","",""
"","443","filters by the selected user","FileIngestFilterDialog","Sat Mar 07 20:39:55 UTC 2026","passed","Sat Mar 07 20:39:55 UTC 2026","","User Select","",""
"Test cases for TestResources_ListAuditLogs_PredicateMismatchWithColumn","0","TestResources_ListAuditLogs_PredicateMismatchWithColumn","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_PredicateMismatchWithColumn","TestResources_ListAuditLogs_PredicateMismatchWithColumn"
"Test cases for TestMatches_FailureStatus","0","TestMatches_FailureStatus","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureStatus","TestMatches_FailureStatus"
"Test cases for TestDatabaseWipe","2","TestDatabaseWipe","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabaseWipe","TestDatabaseWipe"
"","190","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Sat Mar 07 20:39:28 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","","",""
"Test cases for TestBoolValueOrZero","0","TestBoolValueOrZero","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolValueOrZero","TestBoolValueOrZero"
"","210","should display ""Disable Multi-Factor Authentication?"" title","Enable2FADialog","Sat Mar 07 20:41:57 UTC 2026","passed","Sat Mar 07 20:41:58 UTC 2026","","","",""
"","1","returns false when WebGL is not available in the current browser context","WebGL compatibility check","Sat Mar 07 20:43:14 UTC 2026","passed","Sat Mar 07 20:43:14 UTC 2026","","","",""
"Test cases for TestManagementResource_EnrollMFA","2193","TestManagementResource_EnrollMFA","","Sat Mar 07 20:39:06 UTC 2026","passed","Sat Mar 07 20:39:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnrollMFA","TestManagementResource_EnrollMFA"
"Test cases for TestManagementResource_GetRole","27540","TestManagementResource_GetRole","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_GetRole","TestManagementResource_GetRole"
"","580","should render inputs, labels, and action buttons","UpsertSAMLProviderForm","Sat Mar 07 20:42:05 UTC 2026","passed","Sat Mar 07 20:42:06 UTC 2026","","","",""
"","1636","when user performs a pathfinding search, and then clicks the swap button, the start and destination inputs are swapped","Pathfinding: interaction","Sat Mar 07 20:40:42 UTC 2026","passed","Sat Mar 07 20:40:44 UTC 2026","","","",""
"","203","should not call onSubmit when input is invalid and Submit button is clicked","UpsertSAMLProviderForm","Sat Mar 07 20:42:06 UTC 2026","passed","Sat Mar 07 20:42:06 UTC 2026","","","",""
"","89","has styles that hide icon labels when the nav is collapsed and show labels when its expanded","MainNav","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","","",""
"","126","should display a ""Reset Password"" button","UserProfile","Sat Mar 07 20:40:21 UTC 2026","passed","Sat Mar 07 20:40:21 UTC 2026","","","",""
"Test cases for Test_PrimaryNodeKind","0","Test_PrimaryNodeKind","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/graphschema/Test_PrimaryNodeKind","Test_PrimaryNodeKind"
"","257","calls the onReset prop when the crop button is clicked","GraphControls","Sat Mar 07 20:39:47 UTC 2026","passed","Sat Mar 07 20:39:48 UTC 2026","","Resetting graph","",""
"","219","The API key management option should appear in profile page if the user is configured for SAML login","UserProfile with SSO User","Sat Mar 07 20:40:20 UTC 2026","passed","Sat Mar 07 20:40:21 UTC 2026","","","",""
"","619","calls the passed in cancel handler when clicking the Cancel button","Glyph Select Dialog","Sat Mar 07 20:42:48 UTC 2026","passed","Sat Mar 07 20:42:48 UTC 2026","","","",""
"","240","should render","Rule Object Select","Sat Mar 07 20:42:02 UTC 2026","passed","Sat Mar 07 20:42:03 UTC 2026","","","",""
"","10","dismisses a notification","AppNotifications","Sat Mar 07 20:42:02 UTC 2026","passed","Sat Mar 07 20:42:02 UTC 2026","","","",""
"","363","should render","LoginForm","Sat Mar 07 20:42:34 UTC 2026","passed","Sat Mar 07 20:42:34 UTC 2026","","","",""
"","290","renders","EarlyAccessFeaturesWarningDialog","Sat Mar 07 20:44:12 UTC 2026","passed","Sat Mar 07 20:44:12 UTC 2026","","","",""
"Test cases for Test_TopLevel","0","Test_TopLevel","","Sat Mar 07 20:39:26 UTC 2026","passed","Sat Mar 07 20:39:26 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/schemagen/csgen/Test_TopLevel","Test_TopLevel"
"","1","returns query config when searchType is relationship and all required params are passed","useExploreGraph","Sat Mar 07 20:40:49 UTC 2026","passed","Sat Mar 07 20:40:49 UTC 2026","relationship search queries","exploreGraphQueryFactory","",""
"","0","returns empty array when environments is undefined","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","with empty environments","",""
"Test cases for TestResources_ListADUserSQLAdminRights","0","TestResources_ListADUserSQLAdminRights","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSQLAdminRights","TestResources_ListADUserSQLAdminRights"
"","0","returns null if paramValue is null","useEnvironmentParams","Sat Mar 07 20:43:06 UTC 2026","passed","Sat Mar 07 20:43:06 UTC 2026","","parseEnvironmentAggregation","",""
"","74","disables items via itemDisabled and hides the chevron icon visually","<DetailsAccordion />","Sat Mar 07 20:40:01 UTC 2026","passed","Sat Mar 07 20:40:01 UTC 2026","","","",""
"","100","updates value when a valid date typed","ManagedDatePicker - value","Sat Mar 07 20:41:08 UTC 2026","passed","Sat Mar 07 20:41:09 UTC 2026","","","",""
"Test cases for TestReadRFC3339","1","TestReadRFC3339","","Sat Mar 07 20:39:09 UTC 2026","passed","Sat Mar 07 20:39:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestReadRFC3339","TestReadRFC3339"
"Test cases for TestDummyHA","0","TestDummyHA","","Sat Mar 07 20:38:49 UTC 2026","passed","Sat Mar 07 20:38:49 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestDummyHA","TestDummyHA"
"Test cases for TestContextMiddleware_InvalidWaitLessThanZero","0","TestContextMiddleware_InvalidWaitLessThanZero","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWaitLessThanZero","TestContextMiddleware_InvalidWaitLessThanZero"
"Test cases for TestParseOptionalLimitQueryParameter","87","TestParseOptionalLimitQueryParameter","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseOptionalLimitQueryParameter","TestParseOptionalLimitQueryParameter"
"","15","does not render the tooltip icon when tooltipText prop is not passed","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","SortableHeader with Tooltip","",""
"Test cases for TestMap","0","TestMap","","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/internal/TestMap","TestMap"
"Test cases for TestResources_ListAssetGroupCollections","1","TestResources_ListAssetGroupCollections","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
"Test cases for TestParseUserIP_XForwardedFor_RemoteAddr","0","TestParseUserIP_XForwardedFor_RemoteAddr","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_XForwardedFor_RemoteAddr","TestParseUserIP_XForwardedFor_RemoteAddr"
"Test cases for TestGenericMap","1","TestGenericMap","","Sat Mar 07 20:39:09 UTC 2026","passed","Sat Mar 07 20:39:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericMap","TestGenericMap"
"","938","opens a submenu when user hovers over `Copy`","ContextMenu","Sat Mar 07 20:43:44 UTC 2026","passed","Sat Mar 07 20:43:44 UTC 2026","","","",""
"Test cases for TestBuildSQLSort","3","TestBuildSQLSort","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildSQLSort","TestBuildSQLSort"
"","57","fails checks if the user does not have a matching permission","usePermissions","Sat Mar 07 20:40:16 UTC 2026","passed","Sat Mar 07 20:40:16 UTC 2026","","","",""
"","102","should display ""Disable Multi-Factor Authentication"" button","Enable2FADialog","Sat Mar 07 20:41:58 UTC 2026","passed","Sat Mar 07 20:41:58 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery","0","TestResources_CreateSavedQuery","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery","TestResources_CreateSavedQuery"
"","130","defaults to wrapped and removes .wrapped class when unwrap btn is clicked","CodeController","Sat Mar 07 20:42:54 UTC 2026","passed","Sat Mar 07 20:42:55 UTC 2026","","","",""
"","0","returns false when id is not an environment aggregation","isEnvironmentAggregation","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_GetRolesError","813","TestManagementResource_UpdateUser_GetRolesError","","Sat Mar 07 20:38:57 UTC 2026","passed","Sat Mar 07 20:38:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_GetRolesError","TestManagementResource_UpdateUser_GetRolesError"
"Test cases for Test_SetDependency","0","Test_SetDependency","","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_SetDependency","Test_SetDependency"
"Test cases for TestNormalizeToUTF8_ReaderError","1","TestNormalizeToUTF8_ReaderError","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestNormalizeToUTF8_ReaderError","TestNormalizeToUTF8_ReaderError"
"","124","invokes handleFilterChange with eq:true when clicked and custom_member filter is off","AssetGroupEdit","Sat Mar 07 20:40:12 UTC 2026","passed","Sat Mar 07 20:40:12 UTC 2026","","Custom Member checkbox filter","",""
"Test cases for TestGenericAssign","0","TestGenericAssign","","Sat Mar 07 20:39:09 UTC 2026","passed","Sat Mar 07 20:39:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericAssign","TestGenericAssign"
"Test cases for TestResources_GetOUEntityInfo","1","TestResources_GetOUEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetOUEntityInfo","TestResources_GetOUEntityInfo"
"","16","renders disabled prop when flag is not enabled","FeatureFlag","Sat Mar 07 20:42:10 UTC 2026","passed","Sat Mar 07 20:42:10 UTC 2026","","","",""
"","0","The user has yet to type into the search","Getting the text for the disabled item display for a search when there are no results","Sat Mar 07 20:41:23 UTC 2026","passed","Sat Mar 07 20:41:23 UTC 2026","","Empty data states","",""
"","826","open and closes dialog","DatabaseManagement","Sat Mar 07 20:43:43 UTC 2026","passed","Sat Mar 07 20:43:44 UTC 2026","","","",""
"","7","displays a pulsing indicator","StatusIndicator","Sat Mar 07 20:43:01 UTC 2026","passed","Sat Mar 07 20:43:01 UTC 2026","","","",""
"Test cases for TestActivateMFA_Failure","773","TestActivateMFA_Failure","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestActivateMFA_Failure","TestActivateMFA_Failure"
"","0","returns undefined if graphData is %s or not a GraphResponse","getExploreTableData","Sat Mar 07 20:41:20 UTC 2026","passed","Sat Mar 07 20:41:20 UTC 2026","","","",""
"Test cases for TestCache_Get","1","TestCache_Get","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Get","TestCache_Get"
"Test cases for TestParseUserIP_RemoteAddrOnly","0","TestParseUserIP_RemoteAddrOnly","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_RemoteAddrOnly","TestParseUserIP_RemoteAddrOnly"
"Test cases for TestArgon2Digest_String","0","TestArgon2Digest_String","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2Digest_String","TestArgon2Digest_String"
"Test cases for TestResources_ListADDomainContainedGPOs","0","TestResources_ListADDomainContainedGPOs","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGPOs","TestResources_ListADDomainContainedGPOs"
"Test cases for TestTypes_Scan_Success","1","TestTypes_Scan_Success","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/TestTypes_Scan_Success","TestTypes_Scan_Success"
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"","22","does not call onSort when disable=true","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","SortableHeader","",""
"Test cases for TestFilterStructSlice","0","TestFilterStructSlice","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFilterStructSlice","TestFilterStructSlice"
"Test cases for TestParseDomainTrusts_TrustAttributes","0","TestParseDomainTrusts_TrustAttributes","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseDomainTrusts_TrustAttributes","TestParseDomainTrusts_TrustAttributes"
"Test cases for TestDatabase_GetAssetGroupTagSelector","0","TestDatabase_GetAssetGroupTagSelector","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabase_GetAssetGroupTagSelector","TestDatabase_GetAssetGroupTagSelector"
"Test cases for TestResources_UpdateSavedQuery_InvalidID","0","TestResources_UpdateSavedQuery_InvalidID","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_InvalidID","TestResources_UpdateSavedQuery_InvalidID"
"","101","does not show View in Explore if in object rule type","Seed Selection Results","Sat Mar 07 20:39:57 UTC 2026","passed","Sat Mar 07 20:39:57 UTC 2026","","","",""
"Test cases for TestResources_ProcessIngestTask","17","TestResources_ProcessIngestTask","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ProcessIngestTask","TestResources_ProcessIngestTask"
"Test cases for Test_cacheQueryResult","1","Test_cacheQueryResult","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"","615","should initiate data loading when an item is selected","Simple Environment Selector","Sat Mar 07 20:40:25 UTC 2026","passed","Sat Mar 07 20:40:25 UTC 2026","","","",""
"Test cases for TestLoginExpiry","0","TestLoginExpiry","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginExpiry","TestLoginExpiry"
"","0","A type was provided but no keyword follows the typed filter","Getting the text for the disabled item display for a search when there are no results","Sat Mar 07 20:41:23 UTC 2026","passed","Sat Mar 07 20:41:23 UTC 2026","","Empty data states","",""
"Test cases for TestResources_ListADComputerPSRemoteUsers","3","TestResources_ListADComputerPSRemoteUsers","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerPSRemoteUsers","TestResources_ListADComputerPSRemoteUsers"
"","1","should return the edge parts from the key","getEdgeDataFromKey","Sat Mar 07 20:44:09 UTC 2026","passed","Sat Mar 07 20:44:09 UTC 2026","","","",""
"Test cases for TestManagementResource_SAMLLoginHandler","28","TestManagementResource_SAMLLoginHandler","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLLoginHandler","TestManagementResource_SAMLLoginHandler"
"","92","renders correctly","NodeIcon","Sat Mar 07 20:42:36 UTC 2026","passed","Sat Mar 07 20:42:36 UTC 2026","","","",""
"","629","should render navigation links to all Administration sub-pages","Administration","Sat Mar 07 20:44:00 UTC 2026","passed","Sat Mar 07 20:44:00 UTC 2026","","","",""
"","90","returns Tag Object counts when there is a Tag selected but no Rule selected (ruleId is undefined from path params)","useObjectCounts","Sat Mar 07 20:42:45 UTC 2026","passed","Sat Mar 07 20:42:45 UTC 2026","","","",""
"","36","whencreated","Handling value formatting for Active Directory entity properties lastlogon, lastlogontimestamp, whencreated, and pwdlastset","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"Test cases for TestAuthExtensions","3","TestAuthExtensions","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuthExtensions","TestAuthExtensions"
"","5","should not render if open === false","ConfirmUpdateQueryDialog","Sat Mar 07 20:42:49 UTC 2026","passed","Sat Mar 07 20:42:49 UTC 2026","","","",""
"","418","shows success notification after successful deletion","ActiveExtensionsCard","Sat Mar 07 20:39:33 UTC 2026","passed","Sat Mar 07 20:39:33 UTC 2026","","","",""
"Test cases for Test_CheckAccessToEnvironments","108","Test_CheckAccessToEnvironments","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_CheckAccessToEnvironments","Test_CheckAccessToEnvironments"
"Test cases for TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","0","TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors","TestResources_ShareSavedQueriesPermissions_SavingPermissionsErrors"
"","1046","renders asset group edit options with graph write permissions","ContextMenu","Sat Mar 07 20:39:56 UTC 2026","passed","Sat Mar 07 20:39:57 UTC 2026","","","",""
"","1","filters by critical risk level","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","risk filters","",""
"","866","shows tooltip text on hover","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:17 UTC 2026","","SortableHeader with Tooltip","",""
"","419","On successful upload, displays a completion of 100% and adds a ""Complete"" button that closes the dialog","SchemaUploadDialog","Sat Mar 07 20:41:12 UTC 2026","passed","Sat Mar 07 20:41:12 UTC 2026","","","",""
"","156","onCancel is called when cancel is clicked","Enable2FADialog","Sat Mar 07 20:41:20 UTC 2026","passed","Sat Mar 07 20:41:21 UTC 2026","","","",""
"Test cases for TestManagementResource_ListUsers_InvalidFilterPredicate","0","TestManagementResource_ListUsers_InvalidFilterPredicate","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_InvalidFilterPredicate","TestManagementResource_ListUsers_InvalidFilterPredicate"
"","0","should appropriately handle edges that contain underscores","getEdgeDataFromKey","Sat Mar 07 20:44:09 UTC 2026","passed","Sat Mar 07 20:44:09 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_DBError","0","TestResources_DeleteSavedQuery_DBError","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_DBError","TestResources_DeleteSavedQuery_DBError"
"","113","should display an error when error prop is truthy","SaveQueryDialog","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_DBError","0","TestManagementResource_ListRoles_DBError","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_DBError","TestManagementResource_ListRoles_DBError"
"","731","renders a primary button as expected","DropdownSelector","Sat Mar 07 20:42:07 UTC 2026","passed","Sat Mar 07 20:42:07 UTC 2026","","","",""
"","18","returns Rule Object counts when there is a Tag and a Rule selected (tagId and ruleId are in path params)","useObjectCounts","Sat Mar 07 20:42:45 UTC 2026","passed","Sat Mar 07 20:42:45 UTC 2026","","","",""
"","254","should not display generate/revoke api tokens button","Api Keys","Sat Mar 07 20:41:56 UTC 2026","passed","Sat Mar 07 20:41:56 UTC 2026","","","",""
"","224","closes","ListItemActionMenu","Sat Mar 07 20:41:51 UTC 2026","passed","Sat Mar 07 20:41:51 UTC 2026","","","",""
"Test cases for TestAssetGroupMembers_Filter_Equals","0","TestAssetGroupMembers_Filter_Equals","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_Filter_Equals","TestAssetGroupMembers_Filter_Equals"
"","0","takes setSearchParams and availableParams returns a function","searchParams","Sat Mar 07 20:41:48 UTC 2026","passed","Sat Mar 07 20:41:48 UTC 2026","","setParamsFactory","",""
"Test cases for TestManagementResource_ListPermissions_PredicateMismatchWithColumn","0","TestManagementResource_ListPermissions_PredicateMismatchWithColumn","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_PredicateMismatchWithColumn","TestManagementResource_ListPermissions_PredicateMismatchWithColumn"
"Test cases for TestStringSetValid","0","TestStringSetValid","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringSetValid","TestStringSetValid"
"Test cases for TestResources_ListAvailableEnvironments","0","TestResources_ListAvailableEnvironments","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAvailableEnvironments","TestResources_ListAvailableEnvironments"
"","44","displays the checkbox as checked if the filter params value is 'true'","AssetGroupEdit","Sat Mar 07 20:40:12 UTC 2026","passed","Sat Mar 07 20:40:12 UTC 2026","","Custom Member checkbox filter","",""
"","0","matches all AZ edges","Make sure pathfinding filterable edges match schemagen","Sat Mar 07 20:43:06 UTC 2026","passed","Sat Mar 07 20:43:06 UTC 2026","","","",""
"","395","handles a selection as expected","DropdownSelector","Sat Mar 07 20:42:08 UTC 2026","passed","Sat Mar 07 20:42:08 UTC 2026","","","",""
"","434","should render an SavedQueryPermissions component","SavedQueryPermissions","Sat Mar 07 20:41:41 UTC 2026","passed","Sat Mar 07 20:41:42 UTC 2026","","","",""
"","89","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Sat Mar 07 20:40:37 UTC 2026","passed","Sat Mar 07 20:40:37 UTC 2026","","Selected Details Tabs - Params present","",""
"","234","renders a graph if the query has any node edges","GraphView","Sat Mar 07 20:43:53 UTC 2026","passed","Sat Mar 07 20:43:53 UTC 2026","","","",""
"","768","app does not crash if ""token"" cookie exists and ""persistedState"" localstorage key does not exist","redux store","Sat Mar 07 20:44:07 UTC 2026","passed","Sat Mar 07 20:44:08 UTC 2026","","","",""
"Test cases for TestPredefinedNodeNamePrefixes","1","TestPredefinedNodeNamePrefixes","","Sat Mar 07 20:39:12 UTC 2026","passed","Sat Mar 07 20:39:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestPredefinedNodeNamePrefixes","TestPredefinedNodeNamePrefixes"
"","14","renders null if network fails to return valid asset group membership list","AssetGroupMenuItem","Sat Mar 07 20:43:34 UTC 2026","passed","Sat Mar 07 20:43:34 UTC 2026","","adding to an asset group","",""
"","1","handles environment with impactValue at exact threshold boundaries","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","edge cases","",""
